	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Person	Gender	Profession	Prof_Gender
4825	Mi tío, camarero, tuvo un buen día en el trabajo.	Mi [MASK], camarero, tuvo un buen día en el trabajo.	Mi tío, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	tío	male	camarero	balanced
4826	Mi tío, cartero, tuvo un buen día en el trabajo.	Mi [MASK], cartero, tuvo un buen día en el trabajo.	Mi tío, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	tío	male	cartero	balanced
4827	Mi tío, agente inmobiliaria, tuvo un buen día en el trabajo.	Mi [MASK], agente inmobiliaria, tuvo un buen día en el trabajo.	Mi tío, [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	tío	male	agente inmobiliaria	balanced
4828	Mi tío, contable, tuvo un buen día en el trabajo.	Mi [MASK], contable, tuvo un buen día en el trabajo.	Mi tío, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	tío	male	contable	balanced
4829	Mi tío, abogado, tuvo un buen día en el trabajo.	Mi [MASK], abogado, tuvo un buen día en el trabajo.	Mi tío, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	tío	male	abogado	balanced
4830	Mi tío, reponedor, tuvo un buen día en el trabajo.	Mi [MASK], reponedor, tuvo un buen día en el trabajo.	Mi tío, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	tío	male	reponedor	balanced
4831	Mi tío, visitador médico, tuvo un buen día en el trabajo.	Mi [MASK], visitador médico, tuvo un buen día en el trabajo.	Mi tío, [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	tío	male	visitador médico	balanced
4832	Mi tío, fotógrafo, tuvo un buen día en el trabajo.	Mi [MASK], fotógrafo, tuvo un buen día en el trabajo.	Mi tío, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	tío	male	fotógrafo	balanced
4833	Mi tío, decorador, tuvo un buen día en el trabajo.	Mi [MASK], decorador, tuvo un buen día en el trabajo.	Mi tío, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	tío	male	decorador	balanced
4834	Mi tío, entrenador, tuvo un buen día en el trabajo.	Mi [MASK], entrenador, tuvo un buen día en el trabajo.	Mi tío, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	tío	male	entrenador	balanced
4835	Mi tío, panadero, tuvo un buen día en el trabajo.	Mi [MASK], panadero, tuvo un buen día en el trabajo.	Mi tío, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	tío	male	panadero	balanced
4836	Mi tío, físico, tuvo un buen día en el trabajo.	Mi [MASK], físico, tuvo un buen día en el trabajo.	Mi tío, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	tío	male	físico	balanced
4837	Mi tío, matemático, tuvo un buen día en el trabajo.	Mi [MASK], matemático, tuvo un buen día en el trabajo.	Mi tío, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	tío	male	matemático	balanced
4838	Mi tío, encuestador, tuvo un buen día en el trabajo.	Mi [MASK], encuestador, tuvo un buen día en el trabajo.	Mi tío, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	tío	male	encuestador	balanced
4839	Mi tío, bedel, tuvo un buen día en el trabajo.	Mi [MASK], bedel, tuvo un buen día en el trabajo.	Mi tío, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	tío	male	bedel	balanced
4840	Mi papá, médico, tuvo un buen día en el trabajo.	Mi [MASK], médico, tuvo un buen día en el trabajo.	Mi papá, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	papá	male	médico	balanced
4841	Mi papá, juez, tuvo un buen día en el trabajo.	Mi [MASK], juez, tuvo un buen día en el trabajo.	Mi papá, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	papá	male	juez	balanced
4842	Mi papá, biólogo, tuvo un buen día en el trabajo.	Mi [MASK], biólogo, tuvo un buen día en el trabajo.	Mi papá, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	papá	male	biólogo	balanced
4843	Mi papá, veterinario, tuvo un buen día en el trabajo.	Mi [MASK], veterinario, tuvo un buen día en el trabajo.	Mi papá, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	papá	male	veterinario	balanced
4844	Mi papá, cocinero, tuvo un buen día en el trabajo.	Mi [MASK], cocinero, tuvo un buen día en el trabajo.	Mi papá, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	papá	male	cocinero	balanced
4845	Mi papá, camarero, tuvo un buen día en el trabajo.	Mi [MASK], camarero, tuvo un buen día en el trabajo.	Mi papá, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	papá	male	camarero	balanced
4846	Mi papá, cartero, tuvo un buen día en el trabajo.	Mi [MASK], cartero, tuvo un buen día en el trabajo.	Mi papá, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	papá	male	cartero	balanced
4847	Mi papá, agente inmobiliaria, tuvo un buen día en el trabajo.	Mi [MASK], agente inmobiliaria, tuvo un buen día en el trabajo.	Mi papá, [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	papá	male	agente inmobiliaria	balanced
4848	Mi papá, contable, tuvo un buen día en el trabajo.	Mi [MASK], contable, tuvo un buen día en el trabajo.	Mi papá, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	papá	male	contable	balanced
4849	Mi papá, abogado, tuvo un buen día en el trabajo.	Mi [MASK], abogado, tuvo un buen día en el trabajo.	Mi papá, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	papá	male	abogado	balanced
4850	Mi papá, reponedor, tuvo un buen día en el trabajo.	Mi [MASK], reponedor, tuvo un buen día en el trabajo.	Mi papá, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	papá	male	reponedor	balanced
4851	Mi papá, visitador médico, tuvo un buen día en el trabajo.	Mi [MASK], visitador médico, tuvo un buen día en el trabajo.	Mi papá, [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	papá	male	visitador médico	balanced
4852	Mi papá, fotógrafo, tuvo un buen día en el trabajo.	Mi [MASK], fotógrafo, tuvo un buen día en el trabajo.	Mi papá, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	papá	male	fotógrafo	balanced
4853	Mi papá, decorador, tuvo un buen día en el trabajo.	Mi [MASK], decorador, tuvo un buen día en el trabajo.	Mi papá, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	papá	male	decorador	balanced
4854	Mi papá, entrenador, tuvo un buen día en el trabajo.	Mi [MASK], entrenador, tuvo un buen día en el trabajo.	Mi papá, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	papá	male	entrenador	balanced
4855	Mi papá, panadero, tuvo un buen día en el trabajo.	Mi [MASK], panadero, tuvo un buen día en el trabajo.	Mi papá, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	papá	male	panadero	balanced
4856	Mi papá, físico, tuvo un buen día en el trabajo.	Mi [MASK], físico, tuvo un buen día en el trabajo.	Mi papá, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	papá	male	físico	balanced
4857	Mi papá, matemático, tuvo un buen día en el trabajo.	Mi [MASK], matemático, tuvo un buen día en el trabajo.	Mi papá, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	papá	male	matemático	balanced
4858	Mi papá, encuestador, tuvo un buen día en el trabajo.	Mi [MASK], encuestador, tuvo un buen día en el trabajo.	Mi papá, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	papá	male	encuestador	balanced
4859	Mi papá, bedel, tuvo un buen día en el trabajo.	Mi [MASK], bedel, tuvo un buen día en el trabajo.	Mi papá, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	papá	male	bedel	balanced
4860	Ella, médica, tuvo un buen día en el trabajo.	[MASK], médica, tuvo un buen día en el trabajo.	Ella, [MASK], tuvo un buen día en el trabajo.	[MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	Ella	female	médica	balanced
4861	Ella, jueza, tuvo un buen día en el trabajo.	[MASK], jueza, tuvo un buen día en el trabajo.	Ella, [MASK], tuvo un buen día en el trabajo.	[MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	Ella	female	jueza	balanced
4862	Ella, bióloga, tuvo un buen día en el trabajo.	[MASK], bióloga, tuvo un buen día en el trabajo.	Ella, [MASK], tuvo un buen día en el trabajo.	[MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	Ella	female	bióloga	balanced
4863	Ella, veterinaria, tuvo un buen día en el trabajo.	[MASK], veterinaria, tuvo un buen día en el trabajo.	Ella, [MASK], tuvo un buen día en el trabajo.	[MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	Ella	female	veterinaria	balanced
4864	Ella, cocinera, tuvo un buen día en el trabajo.	[MASK], cocinera, tuvo un buen día en el trabajo.	Ella, [MASK], tuvo un buen día en el trabajo.	[MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	Ella	female	cocinera	balanced
4865	Ella, camarera, tuvo un buen día en el trabajo.	[MASK], camarera, tuvo un buen día en el trabajo.	Ella, [MASK], tuvo un buen día en el trabajo.	[MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	Ella	female	camarera	balanced
4866	Ella, cartera, tuvo un buen día en el trabajo.	[MASK], cartera, tuvo un buen día en el trabajo.	Ella, [MASK], tuvo un buen día en el trabajo.	[MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	Ella	female	cartera	balanced
4867	Ella, agente inmobiliaria, tuvo un buen día en el trabajo.	[MASK], agente inmobiliaria, tuvo un buen día en el trabajo.	Ella, [MASK] [MASK], tuvo un buen día en el trabajo.	[MASK], [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	Ella	female	agente inmobiliaria	balanced
4868	Ella, contable, tuvo un buen día en el trabajo.	[MASK], contable, tuvo un buen día en el trabajo.	Ella, [MASK], tuvo un buen día en el trabajo.	[MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	Ella	female	contable	balanced
4869	Ella, abogada, tuvo un buen día en el trabajo.	[MASK], abogada, tuvo un buen día en el trabajo.	Ella, [MASK], tuvo un buen día en el trabajo.	[MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	Ella	female	abogada	balanced
4870	Ella, reponedora, tuvo un buen día en el trabajo.	[MASK], reponedora, tuvo un buen día en el trabajo.	Ella, [MASK], tuvo un buen día en el trabajo.	[MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	Ella	female	reponedora	balanced
4871	Ella, visitadora médico, tuvo un buen día en el trabajo.	[MASK], visitadora médico, tuvo un buen día en el trabajo.	Ella, [MASK] [MASK], tuvo un buen día en el trabajo.	[MASK], [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	Ella	female	visitadora médico	balanced
4872	Ella, fotógrafa, tuvo un buen día en el trabajo.	[MASK], fotógrafa, tuvo un buen día en el trabajo.	Ella, [MASK], tuvo un buen día en el trabajo.	[MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	Ella	female	fotógrafa	balanced
4873	Ella, decoradora, tuvo un buen día en el trabajo.	[MASK], decoradora, tuvo un buen día en el trabajo.	Ella, [MASK], tuvo un buen día en el trabajo.	[MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	Ella	female	decoradora	balanced
4874	Ella, entrenadora, tuvo un buen día en el trabajo.	[MASK], entrenadora, tuvo un buen día en el trabajo.	Ella, [MASK], tuvo un buen día en el trabajo.	[MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	Ella	female	entrenadora	balanced
4875	Ella, panadera, tuvo un buen día en el trabajo.	[MASK], panadera, tuvo un buen día en el trabajo.	Ella, [MASK], tuvo un buen día en el trabajo.	[MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	Ella	female	panadera	balanced
4876	Ella, física, tuvo un buen día en el trabajo.	[MASK], física, tuvo un buen día en el trabajo.	Ella, [MASK], tuvo un buen día en el trabajo.	[MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	Ella	female	física	balanced
4877	Ella, matemática, tuvo un buen día en el trabajo.	[MASK], matemática, tuvo un buen día en el trabajo.	Ella, [MASK], tuvo un buen día en el trabajo.	[MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	Ella	female	matemática	balanced
4878	Ella, encuestadora, tuvo un buen día en el trabajo.	[MASK], encuestadora, tuvo un buen día en el trabajo.	Ella, [MASK], tuvo un buen día en el trabajo.	[MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	Ella	female	encuestadora	balanced
4879	Ella, bedel, tuvo un buen día en el trabajo.	[MASK], bedel, tuvo un buen día en el trabajo.	Ella, [MASK], tuvo un buen día en el trabajo.	[MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	Ella	female	bedel	balanced
4880	Esta mujer, médica, tuvo un buen día en el trabajo.	Esta [MASK], médica, tuvo un buen día en el trabajo.	Esta mujer, [MASK], tuvo un buen día en el trabajo.	Esta [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	médica	balanced
4881	Esta mujer, jueza, tuvo un buen día en el trabajo.	Esta [MASK], jueza, tuvo un buen día en el trabajo.	Esta mujer, [MASK], tuvo un buen día en el trabajo.	Esta [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	jueza	balanced
4882	Esta mujer, bióloga, tuvo un buen día en el trabajo.	Esta [MASK], bióloga, tuvo un buen día en el trabajo.	Esta mujer, [MASK], tuvo un buen día en el trabajo.	Esta [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	bióloga	balanced
4883	Esta mujer, veterinaria, tuvo un buen día en el trabajo.	Esta [MASK], veterinaria, tuvo un buen día en el trabajo.	Esta mujer, [MASK], tuvo un buen día en el trabajo.	Esta [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	veterinaria	balanced
4884	Esta mujer, cocinera, tuvo un buen día en el trabajo.	Esta [MASK], cocinera, tuvo un buen día en el trabajo.	Esta mujer, [MASK], tuvo un buen día en el trabajo.	Esta [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	cocinera	balanced
4885	Esta mujer, camarera, tuvo un buen día en el trabajo.	Esta [MASK], camarera, tuvo un buen día en el trabajo.	Esta mujer, [MASK], tuvo un buen día en el trabajo.	Esta [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	camarera	balanced
4886	Esta mujer, cartera, tuvo un buen día en el trabajo.	Esta [MASK], cartera, tuvo un buen día en el trabajo.	Esta mujer, [MASK], tuvo un buen día en el trabajo.	Esta [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	cartera	balanced
4887	Esta mujer, agente inmobiliaria, tuvo un buen día en el trabajo.	Esta [MASK], agente inmobiliaria, tuvo un buen día en el trabajo.	Esta mujer, [MASK] [MASK], tuvo un buen día en el trabajo.	Esta [MASK], [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	agente inmobiliaria	balanced
4888	Esta mujer, contable, tuvo un buen día en el trabajo.	Esta [MASK], contable, tuvo un buen día en el trabajo.	Esta mujer, [MASK], tuvo un buen día en el trabajo.	Esta [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	contable	balanced
4889	Esta mujer, abogada, tuvo un buen día en el trabajo.	Esta [MASK], abogada, tuvo un buen día en el trabajo.	Esta mujer, [MASK], tuvo un buen día en el trabajo.	Esta [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	abogada	balanced
4890	Esta mujer, reponedora, tuvo un buen día en el trabajo.	Esta [MASK], reponedora, tuvo un buen día en el trabajo.	Esta mujer, [MASK], tuvo un buen día en el trabajo.	Esta [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	reponedora	balanced
4891	Esta mujer, visitadora médico, tuvo un buen día en el trabajo.	Esta [MASK], visitadora médico, tuvo un buen día en el trabajo.	Esta mujer, [MASK] [MASK], tuvo un buen día en el trabajo.	Esta [MASK], [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	visitadora médico	balanced
4892	Esta mujer, fotógrafa, tuvo un buen día en el trabajo.	Esta [MASK], fotógrafa, tuvo un buen día en el trabajo.	Esta mujer, [MASK], tuvo un buen día en el trabajo.	Esta [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	fotógrafa	balanced
4893	Esta mujer, decoradora, tuvo un buen día en el trabajo.	Esta [MASK], decoradora, tuvo un buen día en el trabajo.	Esta mujer, [MASK], tuvo un buen día en el trabajo.	Esta [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	decoradora	balanced
4894	Esta mujer, entrenadora, tuvo un buen día en el trabajo.	Esta [MASK], entrenadora, tuvo un buen día en el trabajo.	Esta mujer, [MASK], tuvo un buen día en el trabajo.	Esta [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	entrenadora	balanced
4895	Esta mujer, panadera, tuvo un buen día en el trabajo.	Esta [MASK], panadera, tuvo un buen día en el trabajo.	Esta mujer, [MASK], tuvo un buen día en el trabajo.	Esta [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	panadera	balanced
4896	Esta mujer, física, tuvo un buen día en el trabajo.	Esta [MASK], física, tuvo un buen día en el trabajo.	Esta mujer, [MASK], tuvo un buen día en el trabajo.	Esta [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	física	balanced
4897	Esta mujer, matemática, tuvo un buen día en el trabajo.	Esta [MASK], matemática, tuvo un buen día en el trabajo.	Esta mujer, [MASK], tuvo un buen día en el trabajo.	Esta [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	matemática	balanced
4898	Esta mujer, encuestadora, tuvo un buen día en el trabajo.	Esta [MASK], encuestadora, tuvo un buen día en el trabajo.	Esta mujer, [MASK], tuvo un buen día en el trabajo.	Esta [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	encuestadora	balanced
4899	Esta mujer, bedel, tuvo un buen día en el trabajo.	Esta [MASK], bedel, tuvo un buen día en el trabajo.	Esta mujer, [MASK], tuvo un buen día en el trabajo.	Esta [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	bedel	balanced
4900	Mi hermana, médica, tuvo un buen día en el trabajo.	Mi [MASK], médica, tuvo un buen día en el trabajo.	Mi hermana, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hermana	female	médica	balanced
4901	Mi hermana, jueza, tuvo un buen día en el trabajo.	Mi [MASK], jueza, tuvo un buen día en el trabajo.	Mi hermana, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hermana	female	jueza	balanced
4902	Mi hermana, bióloga, tuvo un buen día en el trabajo.	Mi [MASK], bióloga, tuvo un buen día en el trabajo.	Mi hermana, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hermana	female	bióloga	balanced
4903	Mi hermana, veterinaria, tuvo un buen día en el trabajo.	Mi [MASK], veterinaria, tuvo un buen día en el trabajo.	Mi hermana, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hermana	female	veterinaria	balanced
4904	Mi hermana, cocinera, tuvo un buen día en el trabajo.	Mi [MASK], cocinera, tuvo un buen día en el trabajo.	Mi hermana, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hermana	female	cocinera	balanced
4905	Mi hermana, camarera, tuvo un buen día en el trabajo.	Mi [MASK], camarera, tuvo un buen día en el trabajo.	Mi hermana, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hermana	female	camarera	balanced
4906	Mi hermana, cartera, tuvo un buen día en el trabajo.	Mi [MASK], cartera, tuvo un buen día en el trabajo.	Mi hermana, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hermana	female	cartera	balanced
4907	Mi hermana, agente inmobiliaria, tuvo un buen día en el trabajo.	Mi [MASK], agente inmobiliaria, tuvo un buen día en el trabajo.	Mi hermana, [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hermana	female	agente inmobiliaria	balanced
4908	Mi hermana, contable, tuvo un buen día en el trabajo.	Mi [MASK], contable, tuvo un buen día en el trabajo.	Mi hermana, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hermana	female	contable	balanced
4909	Mi hermana, abogada, tuvo un buen día en el trabajo.	Mi [MASK], abogada, tuvo un buen día en el trabajo.	Mi hermana, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hermana	female	abogada	balanced
4910	Mi hermana, reponedora, tuvo un buen día en el trabajo.	Mi [MASK], reponedora, tuvo un buen día en el trabajo.	Mi hermana, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hermana	female	reponedora	balanced
4911	Mi hermana, visitadora médico, tuvo un buen día en el trabajo.	Mi [MASK], visitadora médico, tuvo un buen día en el trabajo.	Mi hermana, [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hermana	female	visitadora médico	balanced
4912	Mi hermana, fotógrafa, tuvo un buen día en el trabajo.	Mi [MASK], fotógrafa, tuvo un buen día en el trabajo.	Mi hermana, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hermana	female	fotógrafa	balanced
4913	Mi hermana, decoradora, tuvo un buen día en el trabajo.	Mi [MASK], decoradora, tuvo un buen día en el trabajo.	Mi hermana, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hermana	female	decoradora	balanced
